note_idx,title,content,image_path,content_length,label
22038,关于足金990和足金999的问题,"昨天我在小红书看帖子的时候无意中刷到有人买了一条项链（和我的一样就是克重差一克多)，评论区有人说足金还分990和999，说发帖人的项链是足金990的，我当时有点蒙，因为我认为的足金就应该是足金999（我平时买金，珠子买周生生，戒指耳环项链手链都是周大福和六福，因为我觉得品牌有保证）看完帖子（因为买的六福蛮腰项链）我就去某东上找客服问（图一）客服很痛快的就说是足金990，然后我又上网查，才知道990和999在你卖的价格上查不了几块钱，就是纯度99.0%和99.9%。我觉得问题不大，今天看上一款周大福的佛童，既然知道分纯度，我就想着在买之前问一下是990还是999，我觉得这个问题应该很好回答吧，没想到的是对于周大福的客服就这么难回答，还说什么具体的可以去实体店检测？我就没明白，为什么不能告知呢？我懂行的朋友能告诉一下我吗？ 
",image/part_115/1151923/5152695.jpg,364,food_travel
1966784,重要❗️丰田车上这个按键，千万不要乱按‼️,"汽车AC按键不会用❓怪不得你开车最费油‼️
很多人买完车回来以后，看到空调区域这么多按键就懵了！这个功能你要是用好了，开车省油又舒服。
①夏天的时候开AC，打开内循环，这样制冷效果一级棒。[赞R]
②夏天下雨天，开AC打开外循环，同时把吹风模式调整到吹玻璃，这样玻璃上就再也不会起雾了[害羞R]
③跑高速时，打开外循环，这样可以保持车内空气流通，防止驾驶员缺氧犯困，出现危险。[哇R]
④堵车的时候，开AC，打开内循环，这样车外的尾气才进不到车里。[萌萌哒R]
⑤车里有异味、有人抽烟时，打开外循环，这样可以将车内烟雾快速排除。[赞R]
⑥冬天的时候，关AC打开外循环，这样玻璃不容易结霜，而且特别省油[害羞R]
⑦冬天下雨天，关AC打开外循环，开除雾，这样玻璃上就再也不会起雾了[萌萌哒R]
#不懂就问有问必答[话题]# #新手开车[话题]# #按键[话题]# #按键功能[话题]# #汽车内外循环[话题]# #汽車[话题]# #丰田[话题]# #汽车知识[话题]# #汽車知識[话题]# #每天一个汽车知识[话题]# #汽车薯[话题]# @TOYOTA中部之光 @汽车薯 ",image/part_113/1139388/5095736.jpg,466,knowledge_tutorial
10025,谁懂呀，能量胶 24 支装，现在这个价格！,"活动即将截止！欢迎体验哦！！！
康比特 24 支装.能量胶 129 元/盒 ，现在有上新活动 79.9 元/盒，都是新鲜日期。承诺本店产品假一赔百。
	
作为一款高效能量补充剂，它在长时间的高强度运动中表现尤为出色。
	
更为重要的是，康比特能量胶含有优质碳水化合物，能够迅速被身体吸收，提供即时的能量补充。
	
此外，帮助维持体内的电解质平衡，预防因出汗而导致的脱水和肌肉痉挛。这对长时间的耐力运动，例如跑步、骑行和铁人三项等非常给力，增加耐力和体力。
#特价活动[话题]# #双十一[话题]# #好物[话题]# #运动[话题]# #能量胶[话题]# ",image/part_116/1163642/5207460.jpg,254,food_travel
1966002,一张图认识珍珠小白速成大全建议收藏,"一张图认识珍珠小白速成大全建议收藏
珍珠的来历和形成
珍珠是一种有机宝石，形成于贝类动物体内。当贝类受到异物刺激或感染时，会分泌珍珠质来保护自身，渐渐形成一颗颗珍珠。珍珠的主要成分是碳酸钙，其它微量元素的存在也会对珍珠的颜色和质量产生影响。
品种分类
[向右R]淡水珍珠 (养殖)
淡水珍珠主要来自淡水蚌类。形状多样化，常见的有圆形、椭圆形和异形。颜色丰富有白色、粉色、紫色、金色等，比较有名的品种是爱迪生。
[向右R]天然珍珠 (天然形成)
天然珍珠是指完全由自然形成的珍珠，它们无人为干预地在大自然中形成。天然珍珠的产量非常有限，因此价格也比较昂贵。它们可以是海水珍珠或淡水珍珠，颜色种类繁多。
[向右R]海水珍珠(养殖)
主要来自于马氏贝、黑蝶贝、金唇贝、企鹅贝等。海水珍珠颜色丰富多样，纯净的白色、粉红、黄金、蓝色和黑色等。海水珍珠因为母贝的不同，培育时间更长，珍珠的光泽相比淡水珠会更亮，伴彩会更多。
[向右R]Akoya: 主要产自日本，广东广西两地也有培育。个头小，珍珠层薄，皮光飒飒亮有【小灯泡]的称呼。Akoya经典色系:白色系，黄色系，粉色系，银灰色系。直径一般在2mm-10mm，主要集中在4mm-8mm。
[向右R]南洋白珠: 生长在菲律宾、印度尼西亚、澳洲等附近。南洋白珠通常是高贵冷艳的白色，偏银色系，伴有蓝光、粉光或是青光，有冰雪的触感。珠层厚，珠光持久亮丽。南洋白珠的尺寸一般都是10mm-20mm。
[向右R]南洋金珠:金珠的颜色可以从由高到低，茶金、浓金、淡金、香槟金等分10个等级。颜色浓郁，更有存在感。金珠个头大，珠层厚，
[向右R]大溪地黑珍珠:品种来自于大溪地。是一种以黑色为底，有灰色，绿色，浓紫各种伴彩的珍珠，是名副其实的“五彩斑斓的黑”。珍珠珠层厚，个头大，黑珍珠自带一种神秘的色彩，很受个性小姐姐们喜欢。
天然珍珠的品种有孔克珠、美乐珠、鲍鱼珠、珍珠贝、灰贝等
#如何挑选珍珠[话题]##珍珠种类[话题]# #挑选指南[话题]# #珍珠[话题]##马贝珍珠[话题]# #海水珍珠[话题]# #淡水珍珠[话题]# #巴洛克珍珠[话题]##极光天女[话题]# #真多麻珍珠[话题]# #海水珍珠[话题]# #孔克珠[话题]##大溪地[话题]# #大溪地黑珍珠[话题]# #南洋金珠[话题]# #澳白[话题]#

",image/part_113/1132446/5067611.jpg,948,knowledge_tutorial
1631,🔥为什么说高中三年对人生至关重要,"高中三年是一个非常关键的时期，因为它是一个承上启下的阶段，你的选择和努力将会影响你未来的人生。🌟具体来说，高中三年之所以重要，原因有三：
👉首先，高中阶段是你塑造自己的关键时期。在这个#时期，你将会接触到各种各样的知识和学科，这些知识和学科将会影响你的思考方式、世界观和价值观。因此，你需要认真对待高中的学习，努力探索自己的兴趣和擅长的领域，为未来的学习和职业规划打下坚实的基础。🔍
👉其次，高中三年是你准备升学的关键时期。在中国，高考是决定大多数学生未来发展方向的重要考试。📚高考的成绩将会直接影响你升入大学的档次和专业，进而影响你未来的职业发展。因此，你需要在高中阶段就开始为升学做好规划，包括选择适合你的升学路径和科目，以及做好相关的准备和复习。📈
👉最后，高中三年也是你开始规划自己职业生涯的关键时期。在这个阶段，你需要开始思考自己的职业理想和职业规划，了解各种职业的需求和发展趋势，为自己的未来做好准备。👩‍💼👨‍💼
总的来说，高中三年是一个极为重要的阶段，你的选择和努力将会直接影响你未来的人生。因此，你需要认真对待这个阶段，做好学业规划、升学规划和生涯规划，为自己的未来打下坚实的基础。💪
#升学[话题]# #逆袭[话题]# #升学规划[话题]# #学习[话题]# #高中[话题]# #高考[话题]# #生涯规划[话题]# #升学[话题]# ",image/part_115/1152380/5154929.jpg,565,knowledge_tutorial
27494,发现我妈还在用雅诗兰黛的小棕瓶,#精华[话题]# ,image/part_114/1148858/5138422.jpg,8,fashion_beauty
38655,谁能不爱欧莱雅安瓶面膜呢！,"一个款面膜能火这么多年，一定是有它的硬实力的👍🏻
欧莱雅这个安瓶面膜主打是急救修复，在皮肤状态不好的时候集中使用一段时间效果特别明显，官方号称能15分钟急救补水，用过之后确实能拍着胸口说一句真的能打！这段时间天天熬夜皮肤状态也不会很暗淡，而且超有光泽，完全不像熬过夜的样子！[赞R]
用的时候按中线折叠将精华向面膜方向用力挤，挤的过程巨解压~精华真的非常多！敷20分钟妥妥的不会干，剩下的还能敷脖子抹胳膊腿~补水保湿效果可以持续到过夜，像我这种混油皮敷完第二天起床也不会满面油光，推荐给各位修仙党应急用！特别适合熬夜的疲惫肌肤、皮肤干燥的宝宝们，特别是干皮一定要试一试！[爱心R][爱心R][爱心R]#欧莱雅安瓶面膜[话题]#  #所有女生的安瓶面膜[话题]# @L'OREAL欧莱雅 ",image/part_115/1158863/5185135.jpg,337,fashion_beauty
40172,完胜小CK🌟这7⃣家小众包包品牌太美啦,"终于学会做图片啦[笑哭R]，迫不及待要来分享我收藏美到爆炸的小众包包店铺，希望大家喜欢呀[偷笑R]
这些包包虽然不是大品牌，但是无论颜值还是设计感都很时髦，大部分款式都很简约百搭，无论是妈妈，上班族，学生党都可以hold住哒
1️⃣西木汀 （💰300左右）
轻复古，色调温柔，上等牛皮质感，款式简约高级，适合上班族和学生党
2️⃣JACDBAG（💰59—318）
风格甜美可爱，适合小女生，价格非常亲民，而且做工很细致，通勤包也很好看
3️⃣Pedro（💰118—400）
小ck旗下品牌，质量价格和小ck差不多，但更小众，不容易撞款，虽然价格亲民，但是做工还是很精致的，适合凹造型
4️⃣HFresh（💰135—300）
法式小众，整天风格清新淡雅，款式都很经典，超级耐看，超级百搭
5️⃣INJOYLIFE（💰200—400）
很多博主网红都推荐的品牌，主打黑白色系，质感很好，适合白领学生，很好搭衣服，各种场合都用得上，超级实用，不容易过时
6️⃣UR（💰300左右）
时下很🔥很流行的时尚女装品牌，很多配饰包包也很好看，设计很别致很高级，堪比一些大牌包包，造型配色都很ok，百搭耐看
7️⃣PAILAILI（100—300）
温柔轻熟气质风，特别的蝴蝶结，搭配丝巾装饰，适合学生党和初入职场的年轻人，简单耐看，质感也不差
第一次分享，找图拼图写文案真的好累呀[哭惹R]，大家喜欢别忘了笔芯哦[飞吻R][飞吻R]
早春新款包包|小众不撞款|好物分享|平价设计感包袋|每天穿搭不重复|百元包包|单肩包|手拎包|斜挎包|法棍包|腋下包|迷你包|包包合集|复古手袋|复古穿搭
@小红书成长助手@薯队长 @穿搭薯 @小红叔
哈",image/part_116/1164532/5211654.jpg,690,fashion_beauty
29979,我的搪瓷缸子完整了,"今天喝完茶刷缸子的时候，一不留神在水盆上磕了一下，是的，掉瓷了。
印象里，小时候家里所有的搪瓷用具无论内外都免不了得有点或大或小的磕碰痕迹，这也就是生活的痕迹吧。这一刻，虽然他不完整了，但他真正成为了日常用具，他又在另一个角度完整了。",image/part_116/1161845/5199186.jpg,116,food_travel
1964001,有这6个迹象，肌肤屏障受损要好转了,"
有这些迹象表明皮肤的健康状态正在逐渐恢复。
[一R]过min症状减轻或消失：肌肤屏障受损时，皮肤容易对各种物质产生过min反应，如红种、瘙痒等。当肌肤屏障开始好转时，这些过min症状会逐渐减轻甚至完全消失。
[二R]皮肤泛红减轻：受损的肌肤屏障容易导致皮肤在受到刺ji时泛红，如温度变化、紫外线照射等。随着肌肤屏障的修护，皮肤泛红的现象会逐渐减少，肤色也会变得更加均匀。
[三R]皮肤固水能力提升：肌肤屏障受损会导致皮肤固水能力下降，使皮肤变得干燥、紧绷。当肌肤屏障好转时，皮肤的固水能力会得到提升，皮肤也会变得更加水润、有弹性。
[四R]护肤品更好吸收：受损的肌肤屏障会影响护肤品的吸收，使护肤品在皮肤表面形成残留或无法深入肌肤。当肌肤屏障开始修护时，护肤品的吸收会变得更加顺畅，皮肤也会得到更好的滋养和护理。
[五R]皮肤质地变好：肌肤屏障受损时，皮肤可能会变得粗糙、不平整。随着肌肤屏障的逐渐修护，皮肤的质地会变好，变得更加细腻、光滑。
[六R]皮肤光泽度提升：受损的肌肤屏障会导致皮肤案沉、无光泽。当肌肤屏障好转时，皮肤的光泽度会得到提升，看起来更加明亮、有光泽。#皮肤屏障受损[话题]# #敏感肌[话题]# ",image/part_113/1134597/5076182.jpg,501,fashion_beauty
11034,steam终于登上去了,之前在手机上下载了个steam，不知不觉启用了令牌保护，后来不想用就卸载了。近些天，下载回来发现登不上去了，加速器也开了还是需要提供令牌验证码，才发现不对劲，想过移除重置steam令牌，可是短信收不到，邮箱邮件打开还是需要登录。[失望R]最后只能选择客服申诉，好在时隔一天就得到了反馈，也是成功重置了令牌保护。[偷笑R]申诉提供一下注册时的手机号和邮箱，附件上传一张近期购买的游戏订单付款记录，最后描述遇到的问题，和想要的解决方法。次日就能得到反馈，超赞！[害羞R] ,image/part_116/1168011/5228156.jpg,233,knowledge_tutorial
1955621,中级职称！低学历入户深圳新选择！✌,"🎉深圳入户新机遇！学历不够？职称来凑！	
	
🌈想要落户深圳，但学历是个拦路虎？别担心，职称帮你开启绿色通道！	
	
👉今天给大家种草几个超易考的职称，助你轻松搞定深圳户口！	
	
1️⃣ 系统集成项目管理工程师📊	
指数：💖💖💖💖	
零学历门槛，50岁以下都能报！条件宽松，难度适中，选择题+案例分析，45分及格线，轻松get！	
考试时间：一年两度，5月&11月	
	
2️⃣ 信息系统监理师📋	
指数：💖💖💖💖	
文科小伙伴的福音！专业性不强，零基础也能冲！无学历、专业、经验限制，冷门工种，Pass率高！	
考试时间：同样一年两考，5月&11月	
	
3️⃣ 中级经济师📈	
指数：💖💖💖	
十个专业任你挑，热门四选：工商管理、人力、财政税收、金融，知识点虽多，但选对方向，轻松备考！	
考试题型：单选+多选，一年一次，十一月	
4️⃣ 中级会计师📊	
指数：💖💖	
专业人士的舞台！《财务管理》、《经济法》、《中级会计实务》，三科连过，连续两年机会，挑战与机遇并存！	
考试时间：十月底，一年一度	
	
💬有任何疑问，随时call我哦！💌
 #深圳入户[话题]#  #入户深圳[话题]#  #中级职称入户深圳[话题]#  #深圳落户[话题]#  #深圳户口[话题]#  #中级职称[话题]#  #中级职称备考[话题]#  #广州入户[话题]# 	
",image/part_113/1132870/5069351.jpg,522,knowledge_tutorial
40861,【Day90】连喝三天还有谁（78.95）,"明天万圣节买一送一[害羞R][害羞R][害羞R]当然要继续喝啦~~~超爱这个开心果味的奶油啊！！！
	

虽然热量不友好（类比霸王家的有奶油顶的，不另外加糖），估计一杯得有400。。。
	

在开心鬼的加持下，今天热量又超啦[失望R][失望R][失望R]，新欠509，累计21423。。。但好消息是，今天新低！79-
 #茶理宜世[话题]#  #茶理宜世开心鬼[话题]#  #茶理宜世买一送一[话题]#  #减肥日记[话题]#  #热量[话题]# ",image/part_114/1146010/5125534.jpg,215,food_travel
10180,黑色组合⚫️,"一套黑色的餐厅组合
#郁金香桌[话题]# #knoll[话题]# 
#CAB[话题]# #Cassina[话题]# ",image/part_116/1166352/5220236.jpg,52,food_travel
